trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.951229424500714}",20,0,-196.41347013483042,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
2,False,"{'a': 0.05, 'e': 0.9048374180359595}",25,0,-136.37569035001232,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
3,False,"{'a': 0.05, 'e': 0.8607079764250578}",20,0,-115.15734193083142,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.05, 'e': 0.8187307530779818}",20,0,-34.89161695643369,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
5,False,"{'a': 0.05, 'e': 0.7788007830714049}",25,0,-101.38270115980909,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.05, 'e': 0.7408182206817179}",30,1,-94.96574524864673,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 2}",1
7,False,"{'a': 0.05, 'e': 0.7046880897187134}",30,0,-212.24704265892498,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
8,False,"{'a': 0.05, 'e': 0.6703200460356393}",25,0,-79.71719121176226,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.05, 'e': 0.6376281516217733}",25,0,-100.65335194795462,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
10,False,"{'a': 0.05, 'e': 0.6065306597126334}",20,0,-75.95534774870184,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.05, 'e': 0.5769498103804866}",30,22,3.9634797973079,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.05, 'e': 0.5488116360940264}",25,18,1.049299603984605,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,False,"{'a': 0.05, 'e': 0.522045776761016}",30,0,-68.87472518122381,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
14,False,"{'a': 0.05, 'e': 0.49658530379140947}",25,0,-90.59048349261279,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
15,False,"{'a': 0.05, 'e': 0.4723665527410147}",25,0,-105.09627339031238,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
16,False,"{'a': 0.05, 'e': 0.44932896411722156}",20,14,10.991128129571733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.05, 'e': 0.42741493194872665}",20,0,-130.27285143687268,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
18,False,"{'a': 0.05, 'e': 0.4065696597405991}",20,0,12.723286248247556,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
19,False,"{'a': 0.05, 'e': 0.3867410234545012}",20,0,-74.75909026400709,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
20,False,"{'a': 0.05, 'e': 0.36787944117144233}",30,15,-15.581643738906607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
21,False,"{'a': 0.05, 'e': 0.3499377491111553}",20,0,-25.837468294359514,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
22,False,"{'a': 0.05, 'e': 0.33287108369807955}",20,16,7.633294282900205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.05, 'e': 0.31663676937905316}",25,18,-1.5772487486565394,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.05, 'e': 0.301194211912202}",20,12,0.015129783003822617,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
