trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.88, 'e': 0.88}",30,0,-202.01793697519847,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
2,False,"{'a': 0.88, 'e': 0.7744}",25,0,-86.38776616227322,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
3,False,"{'a': 0.88, 'e': 0.681472}",20,0,-66.3376189912845,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
4,False,"{'a': 0.88, 'e': 0.59969536}",25,0,-152.62053888061052,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
5,False,"{'a': 0.88, 'e': 0.5277319168}",20,0,-49.23125819431206,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
6,False,"{'a': 0.88, 'e': 0.464404086784}",20,0,-148.86085118065353,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
7,False,"{'a': 0.88, 'e': 0.40867559636992}",30,0,-50.296837545701706,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.88, 'e': 0.3596345248055296}",25,0,23.763138088456035,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
9,False,"{'a': 0.88, 'e': 0.31647838182886606}",25,14,15.410718177068624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.88, 'e': 0.27850097600940216}",30,0,-86.91153435854234,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
11,False,"{'a': 0.88, 'e': 0.24508085888827388}",20,0,-40.82060570855095,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
12,False,"{'a': 0.88, 'e': 0.215671155821681}",20,10,16.97007940606544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.88, 'e': 0.1897906171230793}",20,16,7.605841700519327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.88, 'e': 0.16701574306830977}",20,7,13.319069409199809,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.88, 'e': 0.1469738539001126}",25,0,-5.703807048097527,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
16,False,"{'a': 0.88, 'e': 0.1293369914320991}",25,7,-34.557715243371696,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
17,False,"{'a': 0.88, 'e': 0.1138165524602472}",25,0,-39.71952509148591,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
18,False,"{'a': 0.88, 'e': 0.10015856616501755}",20,5,14.837543580968907,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.88, 'e': 0.08813953822521543}",20,7,-10.401643677259983,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
